date;visitors;capacity
2022-01-19 00:00;0;70
2022-01-19 00:10;0;70
2022-01-19 00:20;0;70
2022-01-19 00:30;0;70
2022-01-19 00:40;0;70
2022-01-19 00:50;0;70
2022-01-19 01:00;0;70
2022-01-19 01:10;0;70
2022-01-19 01:20;0;70
2022-01-19 01:30;0;70
2022-01-19 01:40;0;70
2022-01-19 01:50;0;70
2022-01-19 02:00;0;70
2022-01-19 02:10;0;70
2022-01-19 02:20;0;70
2022-01-19 02:30;0;70
2022-01-19 02:40;0;70
2022-01-19 02:50;0;70
2022-01-19 03:00;0;70
2022-01-19 03:10;0;70
2022-01-19 03:20;0;70
2022-01-19 03:30;0;70
2022-01-19 03:40;0;70
2022-01-19 03:50;0;70
2022-01-19 04:00;0;70
2022-01-19 04:10;0;70
2022-01-19 04:20;0;70
2022-01-19 04:30;0;70
2022-01-19 04:40;0;70
2022-01-19 04:50;0;70
2022-01-19 05:00;0;70
2022-01-19 05:10;0;70
2022-01-19 05:20;0;70
2022-01-19 05:30;0;70
2022-01-19 05:40;0;70
2022-01-19 05:50;0;70
2022-01-19 06:00;0;70
2022-01-19 06:10;0;70
2022-01-19 06:20;0;70
2022-01-19 06:30;0;70
2022-01-19 06:40;0;70
2022-01-19 06:50;0;70
2022-01-19 07:00;0;70
2022-01-19 07:10;0;70
2022-01-19 07:20;0;70
2022-01-19 07:30;0;70
2022-01-19 07:40;0;70
2022-01-19 07:50;0;70
2022-01-19 08:00;2;70
2022-01-19 08:10;6;70
2022-01-19 08:20;6;70
2022-01-19 08:30;6;70
2022-01-19 08:40;8;70
2022-01-19 08:50;12;70
2022-01-19 09:00;15;70
2022-01-19 09:10;17;70
2022-01-19 09:20;16;70
2022-01-19 09:30;16;70
2022-01-19 09:40;15;70
2022-01-19 09:50;14;70
2022-01-19 10:00;16;70
2022-01-19 10:10;17;70
2022-01-19 10:20;13;70
2022-01-19 10:30;12;70
2022-01-19 10:40;10;70
2022-01-19 10:50;20;70
2022-01-19 11:00;24;70
2022-01-19 11:10;28;70
2022-01-19 11:20;28;70
2022-01-19 11:30;27;70
2022-01-19 11:40;27;70
2022-01-19 11:50;29;70
2022-01-19 12:00;27;70
2022-01-19 12:10;26;70
2022-01-19 12:20;25;70
2022-01-19 12:30;25;70
2022-01-19 12:40;28;70
2022-01-19 12:50;28;70
2022-01-19 13:00;26;70
2022-01-19 13:10;23;70
2022-01-19 13:20;25;70
2022-01-19 13:30;23;70
2022-01-19 13:40;25;70
2022-01-19 13:50;14;70
2022-01-19 14:00;15;70
2022-01-19 14:10;17;70
2022-01-19 14:20;16;70
2022-01-19 14:30;15;70
2022-01-19 14:40;15;70
2022-01-19 14:50;16;70
2022-01-19 15:00;17;70
2022-01-19 15:10;19;70
2022-01-19 15:20;24;70
2022-01-19 15:30;21;70
2022-01-19 15:40;27;70
2022-01-19 15:50;29;70
2022-01-19 16:00;31;70
2022-01-19 16:10;31;70
2022-01-19 16:20;32;70
2022-01-19 16:30;31;70
2022-01-19 16:40;35;70
2022-01-19 16:50;36;70
2022-01-19 17:00;40;70
2022-01-19 17:10;46;70
2022-01-19 17:20;47;70
2022-01-19 17:30;55;70
2022-01-19 17:40;52;70
2022-01-19 17:50;50;70
2022-01-19 18:00;51;70
2022-01-19 18:10;53;70
2022-01-19 18:20;53;70
2022-01-19 18:30;51;70
2022-01-19 18:40;52;70
2022-01-19 18:50;48;70
2022-01-19 19:00;46;70
2022-01-19 19:10;53;70
2022-01-19 19:20;55;70
2022-01-19 19:30;55;70
2022-01-19 19:40;51;70
2022-01-19 19:50;49;70
2022-01-19 20:00;46;70
2022-01-19 20:10;41;70
2022-01-19 20:20;39;70
2022-01-19 20:30;35;70
2022-01-19 20:40;26;70
2022-01-19 20:50;22;70
2022-01-19 21:00;19;70
2022-01-19 21:10;18;70
2022-01-19 21:20;14;70
2022-01-19 21:30;14;70
2022-01-19 21:40;12;70
2022-01-19 21:50;13;70
2022-01-19 22:00;11;70
2022-01-19 22:10;8;70
2022-01-19 22:20;8;70
2022-01-19 22:30;8;70
2022-01-19 22:40;8;70
2022-01-19 22:50;8;70
2022-01-19 23:00;8;70
2022-01-19 23:10;8;70
2022-01-19 23:20;8;70
2022-01-19 23:30;8;70
2022-01-19 23:40;8;70
2022-01-19 23:50;8;70
