2020-06-16 00:00;0;
2020-06-16 00:10;0;
2020-06-16 00:20;0;
2020-06-16 00:30;0;
2020-06-16 00:40;0;
2020-06-16 00:50;0;
2020-06-16 01:00;0;
2020-06-16 01:10;0;
2020-06-16 01:20;0;
2020-06-16 01:30;0;
2020-06-16 01:40;0;
2020-06-16 01:50;0;
2020-06-16 02:00;0;
2020-06-16 02:10;0;
2020-06-16 02:20;0;
2020-06-16 02:30;0;
2020-06-16 02:40;0;
2020-06-16 02:50;0;
2020-06-16 03:00;0;
2020-06-16 03:10;0;
2020-06-16 03:20;0;
2020-06-16 03:30;0;
2020-06-16 03:40;0;
2020-06-16 03:50;0;
2020-06-16 04:00;0;
2020-06-16 04:10;0;
2020-06-16 04:20;0;
2020-06-16 04:30;0;
2020-06-16 04:40;0;
2020-06-16 04:50;0;
2020-06-16 05:00;0;
2020-06-16 05:10;0;
2020-06-16 05:20;0;
2020-06-16 05:30;0;
2020-06-16 05:40;0;
2020-06-16 05:50;0;
2020-06-16 06:00;0;
2020-06-16 06:10;0;
2020-06-16 06:20;0;
2020-06-16 06:30;0;
2020-06-16 06:40;0;
2020-06-16 06:50;0;
2020-06-16 07:00;0;
2020-06-16 07:10;0;
2020-06-16 07:20;0;
2020-06-16 07:30;0;
2020-06-16 07:40;1;
2020-06-16 07:50;1;
2020-06-16 08:00;3;
2020-06-16 08:10;14;
2020-06-16 08:20;18;
2020-06-16 08:30;22;
2020-06-16 08:40;26;
2020-06-16 08:50;27;
2020-06-16 09:00;30;
2020-06-16 09:10;34;
2020-06-16 09:20;35;
2020-06-16 09:30;35;
2020-06-16 09:40;30;
2020-06-16 09:50;29;
2020-06-16 10:00;33;
2020-06-16 10:10;37;
2020-06-16 10:20;37;
2020-06-16 10:30;37;
2020-06-16 10:40;41;
2020-06-16 10:50;41;
2020-06-16 11:00;39;
2020-06-16 11:10;43;
2020-06-16 11:20;41;
2020-06-16 11:30;43;
2020-06-16 11:40;36;
2020-06-16 11:50;36;
2020-06-16 12:00;33;
2020-06-16 12:10;32;
2020-06-16 12:20;35;
2020-06-16 12:30;39;
2020-06-16 12:40;37;
2020-06-16 12:50;36;
2020-06-16 13:00;34;
2020-06-16 13:10;29;
2020-06-16 13:20;29;
2020-06-16 13:30;29;
2020-06-16 13:40;28;
2020-06-16 13:50;29;
2020-06-16 14:00;25;
2020-06-16 14:10;28;
2020-06-16 14:20;31;
2020-06-16 14:30;29;
2020-06-16 14:40;30;
2020-06-16 14:50;32;
2020-06-16 15:00;38;
2020-06-16 15:10;39;
2020-06-16 15:20;46;
2020-06-16 15:30;50;
2020-06-16 15:40;60;
2020-06-16 15:50;64;
2020-06-16 16:00;63;
2020-06-16 16:10;64;
2020-06-16 16:20;70;
2020-06-16 16:30;67;
2020-06-16 16:40;67;
2020-06-16 16:50;69;
2020-06-16 17:00;65;
