date;visitors;capacity
2021-09-03 00:00;2;142
2021-09-03 00:10;0;142
2021-09-03 00:20;1;142
2021-09-03 00:30;1;142
2021-09-03 00:40;1;142
2021-09-03 00:50;2;142
2021-09-03 01:00;3;142
2021-09-03 01:10;4;142
2021-09-03 01:20;4;142
2021-09-03 01:30;3;142
2021-09-03 01:40;4;142
2021-09-03 01:50;4;142
2021-09-03 02:00;4;142
2021-09-03 02:10;1;142
2021-09-03 02:20;3;142
2021-09-03 02:30;4;142
2021-09-03 02:40;3;142
2021-09-03 02:50;4;142
2021-09-03 03:00;3;142
2021-09-03 03:10;4;142
2021-09-03 03:20;0;142
2021-09-03 03:30;3;142
2021-09-03 03:40;3;142
2021-09-03 03:50;2;142
2021-09-03 04:00;0;142
2021-09-03 04:10;4;142
2021-09-03 04:20;2;142
2021-09-03 04:30;4;142
2021-09-03 04:40;0;142
2021-09-03 04:50;2;142
2021-09-03 05:00;1;142
2021-09-03 05:10;0;142
2021-09-03 05:20;3;142
2021-09-03 05:30;3;142
2021-09-03 05:40;4;142
2021-09-03 05:50;4;142
2021-09-03 06:00;0;142
2021-09-03 06:10;4;142
2021-09-03 06:20;1;142
2021-09-03 06:30;4;142
2021-09-03 06:40;1;142
2021-09-03 06:50;4;142
2021-09-03 07:00;1;142
2021-09-03 07:10;4;142
2021-09-03 07:20;3;142
2021-09-03 07:30;1;142
2021-09-03 07:40;3;142
2021-09-03 07:50;4;142
2021-09-03 08:00;0;142
2021-09-03 08:10;2;142
2021-09-03 08:20;4;142
2021-09-03 08:30;4;142
2021-09-03 08:40;4;142
2021-09-03 08:50;1;142
2021-09-03 09:00;0;142
2021-09-03 09:10;10;142
2021-09-03 09:20;15;142
2021-09-03 09:30;16;142
2021-09-03 09:40;19;142
2021-09-03 09:50;20;142
2021-09-03 10:00;21;142
2021-09-03 10:10;23;142
2021-09-03 10:20;26;142
2021-09-03 10:30;28;142
2021-09-03 10:40;24;142
2021-09-03 10:50;23;142
2021-09-03 11:00;23;142
2021-09-03 11:10;21;142
2021-09-03 11:20;27;142
2021-09-03 11:30;27;142
2021-09-03 11:40;34;142
2021-09-03 11:50;31;142
2021-09-03 12:00;33;142
2021-09-03 12:10;31;142
2021-09-03 12:20;32;142
2021-09-03 12:30;34;142
2021-09-03 12:40;32;142
2021-09-03 12:50;36;142
2021-09-03 13:00;31;142
2021-09-03 13:10;27;142
2021-09-03 13:20;26;142
2021-09-03 13:30;23;142
2021-09-03 13:40;19;142
2021-09-03 13:50;22;142
2021-09-03 14:00;19;142
2021-09-03 14:10;20;142
2021-09-03 14:20;22;142
2021-09-03 14:30;23;142
2021-09-03 14:40;23;142
2021-09-03 14:50;26;142
2021-09-03 15:00;28;142
2021-09-03 15:10;30;142
2021-09-03 15:20;32;142
2021-09-03 15:30;31;142
2021-09-03 15:40;30;142
2021-09-03 15:50;33;142
2021-09-03 16:00;36;142
2021-09-03 16:10;42;142
2021-09-03 16:20;39;142
2021-09-03 16:30;39;142
2021-09-03 16:40;45;142
2021-09-03 16:50;48;142
2021-09-03 17:00;50;142
2021-09-03 17:10;53;142
2021-09-03 17:20;58;142
2021-09-03 17:30;64;142
2021-09-03 17:40;66;142
2021-09-03 17:50;63;142
2021-09-03 18:00;70;142
2021-09-03 18:10;74;142
2021-09-03 18:20;79;142
2021-09-03 18:30;87;142
2021-09-03 18:40;73;142
2021-09-03 18:50;67;142
2021-09-03 19:00;60;142
2021-09-03 19:10;55;142
2021-09-03 19:20;54;142
2021-09-03 19:30;58;142
2021-09-03 19:40;59;142
2021-09-03 19:50;56;142
2021-09-03 20:00;54;142
2021-09-03 20:10;51;142
2021-09-03 20:20;52;142
2021-09-03 20:30;56;142
2021-09-03 20:40;51;142
2021-09-03 20:50;47;142
2021-09-03 21:00;43;142
2021-09-03 21:10;40;142
2021-09-03 21:20;31;142
2021-09-03 21:30;28;142
2021-09-03 21:40;25;142
2021-09-03 21:50;27;142
2021-09-03 22:00;4;142
2021-09-03 22:10;0;142
2021-09-03 22:20;0;142
2021-09-03 22:30;3;142
2021-09-03 22:40;1;142
2021-09-03 22:50;0;142
2021-09-03 23:00;4;142
2021-09-03 23:10;3;142
2021-09-03 23:20;3;142
2021-09-03 23:30;1;142
2021-09-03 23:40;4;142
2021-09-03 23:50;0;142
