date;visitors;capacity
2022-02-25 00:00;-25;95
2022-02-25 00:10;-25;95
2022-02-25 00:20;-25;95
2022-02-25 00:30;-25;95
2022-02-25 00:40;-25;95
2022-02-25 00:50;-25;95
2022-02-25 01:00;-25;95
2022-02-25 01:10;-25;95
2022-02-25 01:20;-25;95
2022-02-25 01:30;-25;95
2022-02-25 01:40;-25;95
2022-02-25 01:50;-25;95
2022-02-25 02:00;-25;95
2022-02-25 02:10;-25;95
2022-02-25 02:20;-25;95
2022-02-25 02:30;-25;95
2022-02-25 02:40;-25;95
2022-02-25 02:50;-25;95
2022-02-25 03:00;-25;95
2022-02-25 03:10;-25;95
2022-02-25 03:20;-25;95
2022-02-25 03:30;-25;95
2022-02-25 03:40;-25;95
2022-02-25 03:50;-25;95
2022-02-25 04:00;-25;95
2022-02-25 04:10;-25;95
2022-02-25 04:20;-25;95
2022-02-25 04:30;-25;95
2022-02-25 04:40;-25;95
2022-02-25 04:50;-25;95
2022-02-25 05:00;-25;95
2022-02-25 05:10;-25;95
2022-02-25 05:20;-25;95
2022-02-25 05:30;-25;95
2022-02-25 05:40;-25;95
2022-02-25 05:50;-25;95
2022-02-25 06:00;-25;95
2022-02-25 06:10;-25;95
2022-02-25 06:20;-25;95
2022-02-25 06:30;-25;95
2022-02-25 06:40;-25;95
2022-02-25 06:50;-25;95
2022-02-25 07:00;-25;95
2022-02-25 07:10;-25;95
2022-02-25 07:20;-25;95
2022-02-25 07:30;-25;95
2022-02-25 07:40;-25;95
2022-02-25 07:50;-25;95
2022-02-25 08:00;-19;95
2022-02-25 08:10;-15;95
2022-02-25 08:20;-12;95
2022-02-25 08:30;-8;95
2022-02-25 08:40;-6;95
2022-02-25 08:50;-2;95
2022-02-25 09:00;1;95
2022-02-25 09:10;1;95
2022-02-25 09:20;6;95
2022-02-25 09:30;8;95
2022-02-25 09:40;7;95
2022-02-25 09:50;11;95
2022-02-25 10:00;9;95
2022-02-25 10:10;13;95
2022-02-25 10:20;10;95
2022-02-25 10:30;10;95
2022-02-25 10:40;14;95
2022-02-25 10:50;15;95
2022-02-25 11:00;14;95
2022-02-25 11:10;13;95
2022-02-25 11:20;10;95
2022-02-25 11:30;12;95
2022-02-25 11:40;16;95
2022-02-25 11:50;20;95
2022-02-25 12:00;24;95
2022-02-25 12:10;24;95
2022-02-25 12:20;20;95
2022-02-25 12:30;24;95
2022-02-25 12:40;21;95
2022-02-25 12:50;19;95
2022-02-25 13:00;19;95
2022-02-25 13:10;28;95
2022-02-25 13:20;26;95
2022-02-25 13:30;27;95
2022-02-25 13:40;21;95
2022-02-25 13:50;20;95
2022-02-25 14:00;27;95
2022-02-25 14:10;30;95
2022-02-25 14:20;31;95
2022-02-25 14:30;28;95
2022-02-25 14:40;33;95
2022-02-25 14:50;28;95
2022-02-25 15:00;29;95
2022-02-25 15:10;31;95
2022-02-25 15:20;36;95
2022-02-25 15:30;35;95
2022-02-25 15:40;33;95
2022-02-25 15:50;29;95
2022-02-25 16:00;34;95
2022-02-25 16:10;26;95
2022-02-25 16:20;31;95
2022-02-25 16:30;27;95
2022-02-25 16:40;26;95
2022-02-25 16:50;35;95
2022-02-25 17:00;32;95
2022-02-25 17:10;38;95
2022-02-25 17:20;42;95
2022-02-25 17:30;44;95
2022-02-25 17:40;45;95
2022-02-25 17:50;52;95
2022-02-25 18:00;49;95
2022-02-25 18:10;51;95
2022-02-25 18:20;53;95
2022-02-25 18:30;53;95
2022-02-25 18:40;53;95
2022-02-25 18:50;58;95
2022-02-25 19:00;51;95
2022-02-25 19:10;51;95
2022-02-25 19:20;45;95
2022-02-25 19:30;39;95
2022-02-25 19:40;36;95
2022-02-25 19:50;32;95
2022-02-25 20:00;32;95
2022-02-25 20:10;32;95
2022-02-25 20:20;28;95
2022-02-25 20:30;26;95
2022-02-25 20:40;24;95
2022-02-25 20:50;18;95
2022-02-25 21:00;17;95
2022-02-25 21:10;16;95
2022-02-25 21:20;14;95
2022-02-25 21:30;10;95
2022-02-25 21:40;6;95
2022-02-25 21:50;5;95
2022-02-25 22:00;-1;95
2022-02-25 22:10;-9;95
2022-02-25 22:20;-11;95
2022-02-25 22:30;-15;95
2022-02-25 22:40;-18;95
2022-02-25 22:50;-18;95
2022-02-25 23:00;-18;95
2022-02-25 23:10;-18;95
2022-02-25 23:20;-18;95
2022-02-25 23:30;-18;95
2022-02-25 23:40;-18;95
2022-02-25 23:50;-18;95
