date;visitors;capacity
2020-07-29 00:00;0;150
2020-07-29 00:10;0;150
2020-07-29 00:20;0;150
2020-07-29 00:30;0;150
2020-07-29 00:40;0;150
2020-07-29 00:50;0;150
2020-07-29 01:00;0;150
2020-07-29 01:10;0;150
2020-07-29 01:20;0;150
2020-07-29 01:30;0;150
2020-07-29 01:40;0;150
2020-07-29 01:50;0;150
2020-07-29 02:00;0;150
2020-07-29 02:10;0;150
2020-07-29 02:20;0;150
2020-07-29 02:30;0;150
2020-07-29 02:40;0;150
2020-07-29 02:50;0;150
2020-07-29 03:00;0;150
2020-07-29 03:10;0;150
2020-07-29 03:20;0;150
2020-07-29 03:30;0;150
2020-07-29 03:40;0;150
2020-07-29 03:50;0;150
2020-07-29 04:00;0;150
2020-07-29 04:10;0;150
2020-07-29 04:20;0;150
2020-07-29 04:30;0;150
2020-07-29 04:40;0;150
2020-07-29 04:50;0;150
2020-07-29 05:00;0;150
2020-07-29 05:10;0;150
2020-07-29 05:20;0;150
2020-07-29 05:30;0;150
2020-07-29 05:40;0;150
2020-07-29 05:50;0;150
2020-07-29 06:00;0;150
2020-07-29 06:10;0;150
2020-07-29 06:20;0;150
2020-07-29 06:30;0;150
2020-07-29 06:40;0;150
2020-07-29 06:50;0;150
2020-07-29 07:00;2;150
2020-07-29 07:10;15;150
2020-07-29 07:20;17;150
2020-07-29 07:30;22;150
2020-07-29 07:40;27;150
2020-07-29 07:50;24;150
2020-07-29 08:00;24;150
2020-07-29 08:10;27;150
2020-07-29 08:20;28;150
2020-07-29 08:30;24;150
2020-07-29 08:40;27;150
2020-07-29 08:50;32;150
2020-07-29 09:00;33;150
2020-07-29 09:10;36;150
2020-07-29 09:20;34;150
2020-07-29 09:30;33;150
2020-07-29 09:40;32;150
2020-07-29 09:50;35;150
2020-07-29 10:00;36;150
2020-07-29 10:10;33;150
2020-07-29 10:20;34;150
2020-07-29 10:30;45;150
2020-07-29 10:40;39;150
2020-07-29 10:50;42;150
2020-07-29 11:00;44;150
2020-07-29 11:10;50;150
2020-07-29 11:20;53;150
2020-07-29 11:30;54;150
2020-07-29 11:40;43;150
2020-07-29 11:50;39;150
2020-07-29 12:00;41;150
2020-07-29 12:10;39;150
2020-07-29 12:20;40;150
2020-07-29 12:30;43;150
2020-07-29 12:40;51;150
2020-07-29 12:50;52;150
2020-07-29 13:00;52;150
2020-07-29 13:10;48;150
2020-07-29 13:20;43;150
2020-07-29 13:30;40;150
2020-07-29 13:40;40;150
2020-07-29 13:50;40;150
2020-07-29 14:00;37;150
2020-07-29 14:10;30;150
2020-07-29 14:20;26;150
2020-07-29 14:30;24;150
2020-07-29 14:40;29;150
2020-07-29 14:50;27;150
2020-07-29 15:00;29;150
2020-07-29 15:10;29;150
2020-07-29 15:20;28;150
2020-07-29 15:30;32;150
2020-07-29 15:40;37;150
2020-07-29 15:50;39;150
2020-07-29 16:00;48;150
2020-07-29 16:10;56;150
2020-07-29 16:20;54;150
2020-07-29 16:30;60;150
2020-07-29 16:40;63;150
2020-07-29 16:50;72;150
2020-07-29 17:00;75;150
2020-07-29 17:10;74;150
2020-07-29 17:20;86;150
2020-07-29 17:30;90;150
2020-07-29 17:40;91;150
2020-07-29 17:50;95;150
2020-07-29 18:00;111;150
2020-07-29 18:10;110;150
2020-07-29 18:20;109;150
2020-07-29 18:30;110;150
2020-07-29 18:40;112;150
2020-07-29 18:50;113;150
2020-07-29 19:00;109;150
2020-07-29 19:10;105;150
2020-07-29 19:20;102;150
2020-07-29 19:30;98;150
2020-07-29 19:40;98;150
2020-07-29 19:50;96;150
2020-07-29 20:00;88;150
2020-07-29 20:10;82;150
2020-07-29 20:20;67;150
2020-07-29 20:30;67;150
2020-07-29 20:40;83;150
2020-07-29 20:50;83;150
2020-07-29 21:00;81;150
2020-07-29 21:10;76;150
2020-07-29 21:20;69;150
2020-07-29 21:30;60;150
2020-07-29 21:40;54;150
2020-07-29 21:50;49;150
2020-07-29 22:00;42;150
2020-07-29 22:10;32;150
2020-07-29 22:20;30;150
2020-07-29 22:30;28;150
2020-07-29 22:40;0;150
2020-07-29 22:50;0;150
2020-07-29 23:00;0;150
2020-07-29 23:10;0;150
2020-07-29 23:20;0;150
2020-07-29 23:30;0;150
2020-07-29 23:40;0;150
2020-07-29 23:50;0;150
