date;visitors;capacity
2021-09-20 00:00;1;142
2021-09-20 00:10;3;142
2021-09-20 00:20;2;142
2021-09-20 00:30;0;142
2021-09-20 00:40;0;142
2021-09-20 00:50;1;142
2021-09-20 01:00;4;142
2021-09-20 01:10;2;142
2021-09-20 01:20;3;142
2021-09-20 01:30;0;142
2021-09-20 01:40;2;142
2021-09-20 01:50;1;142
2021-09-20 02:00;0;142
2021-09-20 02:10;3;142
2021-09-20 02:20;0;142
2021-09-20 02:30;1;142
2021-09-20 02:40;0;142
2021-09-20 02:50;0;142
2021-09-20 03:00;4;142
2021-09-20 03:10;3;142
2021-09-20 03:20;0;142
2021-09-20 03:30;3;142
2021-09-20 03:40;2;142
2021-09-20 03:50;3;142
2021-09-20 04:00;4;142
2021-09-20 04:10;1;142
2021-09-20 04:20;4;142
2021-09-20 04:30;2;142
2021-09-20 04:40;1;142
2021-09-20 04:50;3;142
2021-09-20 05:00;3;142
2021-09-20 05:10;0;142
2021-09-20 05:20;2;142
2021-09-20 05:30;2;142
2021-09-20 05:40;3;142
2021-09-20 05:50;2;142
2021-09-20 06:00;3;142
2021-09-20 06:10;1;142
2021-09-20 06:20;3;142
2021-09-20 06:30;4;142
2021-09-20 06:40;3;142
2021-09-20 06:50;2;142
2021-09-20 07:00;4;142
2021-09-20 07:10;1;142
2021-09-20 07:20;1;142
2021-09-20 07:30;2;142
2021-09-20 07:40;0;142
2021-09-20 07:50;1;142
2021-09-20 08:00;3;142
2021-09-20 08:10;1;142
2021-09-20 08:20;4;142
2021-09-20 08:30;2;142
2021-09-20 08:40;1;142
2021-09-20 08:50;1;142
2021-09-20 09:00;12;142
2021-09-20 09:10;11;142
2021-09-20 09:20;13;142
2021-09-20 09:30;22;142
2021-09-20 09:40;21;142
2021-09-20 09:50;24;142
2021-09-20 10:00;26;142
2021-09-20 10:10;30;142
2021-09-20 10:20;31;142
2021-09-20 10:30;32;142
2021-09-20 10:40;32;142
2021-09-20 10:50;35;142
2021-09-20 11:00;31;142
2021-09-20 11:10;30;142
2021-09-20 11:20;32;142
2021-09-20 11:30;28;142
2021-09-20 11:40;28;142
2021-09-20 11:50;29;142
2021-09-20 12:00;29;142
2021-09-20 12:10;31;142
2021-09-20 12:20;34;142
2021-09-20 12:30;36;142
2021-09-20 12:40;36;142
2021-09-20 12:50;35;142
2021-09-20 13:00;30;142
2021-09-20 13:10;29;142
2021-09-20 13:20;23;142
2021-09-20 13:30;20;142
2021-09-20 13:40;20;142
2021-09-20 13:50;21;142
2021-09-20 14:00;22;142
2021-09-20 14:10;22;142
2021-09-20 14:20;24;142
2021-09-20 14:30;27;142
2021-09-20 14:40;32;142
2021-09-20 14:50;34;142
2021-09-20 15:00;32;142
2021-09-20 15:10;34;142
2021-09-20 15:20;40;142
2021-09-20 15:30;46;142
2021-09-20 15:40;43;142
2021-09-20 15:50;50;142
2021-09-20 16:00;46;142
2021-09-20 16:10;43;142
2021-09-20 16:20;46;142
2021-09-20 16:30;55;142
2021-09-20 16:40;64;142
2021-09-20 16:50;75;142
2021-09-20 17:00;89;142
2021-09-20 17:10;86;142
2021-09-20 17:20;81;142
2021-09-20 17:30;83;142
2021-09-20 17:40;83;142
2021-09-20 17:50;93;142
2021-09-20 18:00;108;142
2021-09-20 18:10;110;142
2021-09-20 18:20;110;142
2021-09-20 18:30;110;142
2021-09-20 18:40;117;142
2021-09-20 18:50;119;142
2021-09-20 19:00;135;142
2021-09-20 19:10;127;142
2021-09-20 19:20;124;142
2021-09-20 19:30;126;142
2021-09-20 19:40;116;142
2021-09-20 19:50;126;142
2021-09-20 20:00;142;142
2021-09-20 20:10;121;142
2021-09-20 20:20;115;142
2021-09-20 20:30;113;142
2021-09-20 20:40;113;142
2021-09-20 20:50;118;142
2021-09-20 21:00;116;142
2021-09-20 21:10;85;142
2021-09-20 21:20;82;142
2021-09-20 21:30;70;142
2021-09-20 21:40;62;142
2021-09-20 21:50;63;142
2021-09-20 22:00;4;142
2021-09-20 22:10;2;142
2021-09-20 22:20;1;142
2021-09-20 22:30;4;142
2021-09-20 22:40;4;142
2021-09-20 22:50;1;142
2021-09-20 23:00;1;142
2021-09-20 23:10;2;142
2021-09-20 23:20;1;142
2021-09-20 23:30;1;142
2021-09-20 23:40;2;142
2021-09-20 23:50;0;142
