date;visitors;capacity
2020-08-09 00:00;-10;101
2020-08-09 00:10;-10;101
2020-08-09 00:20;-10;101
2020-08-09 00:30;-10;101
2020-08-09 00:40;-10;101
2020-08-09 00:50;-10;101
2020-08-09 01:00;-10;101
2020-08-09 01:10;-10;101
2020-08-09 01:20;-10;101
2020-08-09 01:30;-10;101
2020-08-09 01:40;-10;101
2020-08-09 01:50;-10;101
2020-08-09 02:00;-10;101
2020-08-09 02:10;-10;101
2020-08-09 02:20;-10;101
2020-08-09 02:30;-10;101
2020-08-09 02:40;-10;101
2020-08-09 02:50;-10;101
2020-08-09 03:00;-10;101
2020-08-09 03:10;-10;101
2020-08-09 03:20;-10;101
2020-08-09 03:30;-10;101
2020-08-09 03:40;-10;101
2020-08-09 03:50;-10;101
2020-08-09 04:00;-10;101
2020-08-09 04:10;-10;101
2020-08-09 04:20;-10;101
2020-08-09 04:30;-10;101
2020-08-09 04:40;-10;101
2020-08-09 04:50;-10;101
2020-08-09 05:00;-10;101
2020-08-09 05:10;-10;101
2020-08-09 05:20;-10;101
2020-08-09 05:30;-10;101
2020-08-09 05:40;-10;101
2020-08-09 05:50;-10;101
2020-08-09 06:00;-10;101
2020-08-09 06:10;-10;101
2020-08-09 06:20;-10;101
2020-08-09 06:30;-10;101
2020-08-09 06:40;-10;101
2020-08-09 06:50;-10;101
2020-08-09 07:00;-10;101
2020-08-09 07:10;-10;101
2020-08-09 07:20;-10;101
2020-08-09 07:30;-10;101
2020-08-09 07:40;-10;101
2020-08-09 07:50;-10;101
2020-08-09 08:00;-10;101
2020-08-09 08:10;-10;101
2020-08-09 08:20;-10;101
2020-08-09 08:30;-10;101
2020-08-09 08:40;-7;101
2020-08-09 08:50;-7;101
2020-08-09 09:00;2;101
2020-08-09 09:10;20;101
2020-08-09 09:20;32;101
2020-08-09 09:30;40;101
2020-08-09 09:40;45;101
2020-08-09 09:50;46;101
2020-08-09 10:00;55;101
2020-08-09 10:10;58;101
2020-08-09 10:20;64;101
2020-08-09 10:30;61;101
2020-08-09 10:40;55;101
2020-08-09 10:50;52;101
2020-08-09 11:00;56;101
2020-08-09 11:10;58;101
2020-08-09 11:20;52;101
2020-08-09 11:30;53;101
2020-08-09 11:40;48;101
2020-08-09 11:50;45;101
2020-08-09 12:00;51;101
