date;visitors;capacity
2020-07-05 00:00;14;149
2020-07-05 01:30;5;149
2020-07-05 01:40;6;149
2020-07-05 01:50;6;149
2020-07-05 02:00;6;149
2020-07-05 02:10;5;149
2020-07-05 02:20;6;149
2020-07-05 02:30;6;149
2020-07-05 02:40;4;149
2020-07-05 02:50;4;149
2020-07-05 03:00;5;149
2020-07-05 03:10;5;149
2020-07-05 03:20;4;149
2020-07-05 03:30;4;149
2020-07-05 03:40;4;149
2020-07-05 03:50;4;149
2020-07-05 04:00;4;149
2020-07-05 04:10;4;149
2020-07-05 04:20;3;149
2020-07-05 04:30;3;149
2020-07-05 04:40;3;149
2020-07-05 04:50;3;149
2020-07-05 05:00;4;149
2020-07-05 05:10;4;149
2020-07-05 05:20;4;149
2020-07-05 05:30;4;149
2020-07-05 05:40;4;149
2020-07-05 05:50;4;149
2020-07-05 06:00;1;149
2020-07-05 06:10;1;149
2020-07-05 06:20;1;149
2020-07-05 06:30;2;149
2020-07-05 06:40;3;149
2020-07-05 06:50;4;149
2020-07-05 07:00;6;149
2020-07-05 07:10;6;149
2020-07-05 07:20;6;149
2020-07-05 07:30;9;149
2020-07-05 07:40;11;149
2020-07-05 07:50;12;149
2020-07-05 08:00;14;149
2020-07-05 08:10;16;149
2020-07-05 08:20;18;149
2020-07-05 08:30;16;149
2020-07-05 08:40;17;149
2020-07-05 08:50;21;149
2020-07-05 09:00;23;149
2020-07-05 09:10;21;149
2020-07-05 09:20;19;149
2020-07-05 09:30;24;149
2020-07-05 09:40;27;149
2020-07-05 09:50;33;149
2020-07-05 10:00;39;149
2020-07-05 10:10;41;149
2020-07-05 10:20;44;149
2020-07-05 10:30;48;149
2020-07-05 10:40;51;149
2020-07-05 10:50;53;149
2020-07-05 11:00;55;149
2020-07-05 11:10;53;149
2020-07-05 11:20;51;149
2020-07-05 11:30;51;149
2020-07-05 11:40;48;149
2020-07-05 11:50;48;149
2020-07-05 12:00;47;149
2020-07-05 12:10;55;149
2020-07-05 12:20;58;149
2020-07-05 12:30;60;149
2020-07-05 12:40;53;149
2020-07-05 12:50;51;149
2020-07-05 13:00;55;149
2020-07-05 13:10;50;149
2020-07-05 13:20;49;149
2020-07-05 13:30;47;149
2020-07-05 13:40;43;149
2020-07-05 13:50;44;149
2020-07-05 14:00;44;149
2020-07-05 14:10;44;149
2020-07-05 14:20;42;149
2020-07-05 14:30;39;149
2020-07-05 14:40;41;149
2020-07-05 14:50;39;149
2020-07-05 15:00;40;149
2020-07-05 15:10;39;149
2020-07-05 15:20;39;149
2020-07-05 15:30;33;149
2020-07-05 15:40;33;149
2020-07-05 15:50;31;149
2020-07-05 16:00;32;149
2020-07-05 16:10;26;149
2020-07-05 16:20;32;149
2020-07-05 16:30;34;149
2020-07-05 16:40;37;149
2020-07-05 16:50;38;149
2020-07-05 17:00;40;149
2020-07-05 17:10;41;149
2020-07-05 17:20;46;149
2020-07-05 17:30;54;149
2020-07-05 17:40;57;149
2020-07-05 17:50;57;149
2020-07-05 18:00;57;149
2020-07-05 18:10;58;149
2020-07-05 18:20;57;149
2020-07-05 18:30;63;149
2020-07-05 18:40;55;149
2020-07-05 18:50;56;149
2020-07-05 19:00;51;149
2020-07-05 19:10;49;149
2020-07-05 19:20;54;149
2020-07-05 19:30;55;149
2020-07-05 19:40;49;149
2020-07-05 19:50;49;149
2020-07-05 20:00;50;149
2020-07-05 20:10;43;149
2020-07-05 20:20;43;149
2020-07-05 20:30;48;149
2020-07-05 20:40;46;149
2020-07-05 20:50;45;149
2020-07-05 21:00;42;149
2020-07-05 21:10;43;149
2020-07-05 21:20;42;149
2020-07-05 21:30;40;149
2020-07-05 21:40;42;149
2020-07-05 21:50;43;149
2020-07-05 22:00;45;149
2020-07-05 22:10;39;149
2020-07-05 22:20;35;149
2020-07-05 22:30;32;149
2020-07-05 22:40;30;149
2020-07-05 22:50;32;149
2020-07-05 23:00;25;149
2020-07-05 23:10;28;149
2020-07-05 23:20;28;149
2020-07-05 23:30;27;149
2020-07-05 23:40;25;149
2020-07-05 23:50;26;149
