date;visitors;capacity
2020-08-26 00:00;-10;101
2020-08-26 00:10;-10;101
2020-08-26 00:20;-10;101
2020-08-26 00:30;-10;101
2020-08-26 00:40;-10;101
2020-08-26 00:50;-10;101
2020-08-26 01:00;-10;101
2020-08-26 01:10;-10;101
2020-08-26 01:20;-10;101
2020-08-26 01:30;-10;101
2020-08-26 01:40;-10;101
2020-08-26 01:50;-10;101
2020-08-26 02:00;-10;101
2020-08-26 02:10;-10;101
2020-08-26 02:20;-10;101
2020-08-26 02:30;-10;101
2020-08-26 02:40;-10;101
2020-08-26 02:50;-10;101
2020-08-26 03:00;-10;101
2020-08-26 03:10;-10;101
2020-08-26 03:20;-10;101
2020-08-26 03:30;-10;101
2020-08-26 03:40;-10;101
2020-08-26 03:50;-10;101
2020-08-26 04:00;-10;101
2020-08-26 04:10;-10;101
2020-08-26 04:20;-10;101
2020-08-26 04:30;-10;101
2020-08-26 04:40;-10;101
2020-08-26 04:50;-10;101
2020-08-26 05:00;-10;101
2020-08-26 05:10;-10;101
2020-08-26 05:20;-10;101
2020-08-26 05:30;-10;101
2020-08-26 05:40;-10;101
2020-08-26 05:50;-10;101
2020-08-26 06:00;-10;101
2020-08-26 06:10;-10;101
2020-08-26 06:20;-10;101
2020-08-26 06:30;-10;101
2020-08-26 06:40;-10;101
2020-08-26 06:50;-10;101
2020-08-26 07:00;-10;101
2020-08-26 07:10;-10;101
2020-08-26 07:20;-10;101
2020-08-26 07:30;-10;101
2020-08-26 07:40;-10;101
2020-08-26 07:50;-10;101
2020-08-26 08:00;-1;101
2020-08-26 08:10;9;101
2020-08-26 08:20;19;101
2020-08-26 08:30;22;101
2020-08-26 08:40;24;101
2020-08-26 08:50;34;101
2020-08-26 09:00;37;101
2020-08-26 09:10;39;101
2020-08-26 09:20;39;101
2020-08-26 09:30;41;101
2020-08-26 09:40;43;101
2020-08-26 09:50;46;101
2020-08-26 10:00;45;101
2020-08-26 10:10;47;101
2020-08-26 10:20;45;101
2020-08-26 10:30;44;101
2020-08-26 10:40;44;101
2020-08-26 10:50;42;101
2020-08-26 11:00;34;101
2020-08-26 11:10;30;101
2020-08-26 11:20;27;101
2020-08-26 11:30;23;101
2020-08-26 11:40;21;101
2020-08-26 11:50;26;101
2020-08-26 12:00;28;101
2020-08-26 12:10;30;101
2020-08-26 12:20;38;101
2020-08-26 12:30;36;101
2020-08-26 12:40;34;101
2020-08-26 12:50;34;101
2020-08-26 13:00;34;101
2020-08-26 13:10;27;101
2020-08-26 13:20;21;101
2020-08-26 13:30;25;101
2020-08-26 13:40;27;101
2020-08-26 13:50;23;101
2020-08-26 14:00;21;101
2020-08-26 14:10;19;101
2020-08-26 14:20;19;101
2020-08-26 14:30;18;101
2020-08-26 14:40;19;101
2020-08-26 14:50;24;101
2020-08-26 15:00;23;101
2020-08-26 15:10;25;101
2020-08-26 15:20;31;101
2020-08-26 15:30;31;101
2020-08-26 15:40;31;101
2020-08-26 15:50;41;101
2020-08-26 16:00;43;101
2020-08-26 16:10;42;101
2020-08-26 16:20;43;101
2020-08-26 16:30;46;101
2020-08-26 16:40;46;101
2020-08-26 16:50;50;101
2020-08-26 17:00;53;101
2020-08-26 17:10;52;101
2020-08-26 17:20;61;101
2020-08-26 17:30;63;101
2020-08-26 17:40;66;101
2020-08-26 17:50;73;101
2020-08-26 18:00;79;101
2020-08-26 18:10;75;101
2020-08-26 18:20;75;101
2020-08-26 18:30;75;101
2020-08-26 18:40;78;101
2020-08-26 18:50;91;101
2020-08-26 19:00;84;101
2020-08-26 19:10;74;101
2020-08-26 19:20;69;101
2020-08-26 19:30;66;101
2020-08-26 19:40;64;101
2020-08-26 19:50;69;101
2020-08-26 20:00;63;101
2020-08-26 20:10;53;101
2020-08-26 20:20;45;101
2020-08-26 20:30;41;101
2020-08-26 20:40;41;101
2020-08-26 20:50;39;101
2020-08-26 21:00;39;101
2020-08-26 21:10;36;101
2020-08-26 21:20;28;101
2020-08-26 21:30;21;101
2020-08-26 21:40;14;101
2020-08-26 21:50;11;101
2020-08-26 22:00;7;101
2020-08-26 22:10;4;101
2020-08-26 22:20;1;101
2020-08-26 22:30;-10;101
2020-08-26 22:40;-10;101
2020-08-26 22:50;-10;101
2020-08-26 23:00;-10;101
2020-08-26 23:10;-10;101
2020-08-26 23:20;-10;101
2020-08-26 23:30;-10;101
2020-08-26 23:40;-10;101
2020-08-26 23:50;-10;101
