date;visitors;capacity
2020-07-01 00:00;0;110
2020-07-01 00:10;0;110
2020-07-01 00:20;0;110
2020-07-01 00:30;0;110
2020-07-01 00:40;0;110
2020-07-01 00:50;0;110
2020-07-01 01:00;0;110
2020-07-01 01:10;0;110
2020-07-01 01:20;0;110
2020-07-01 01:30;0;110
2020-07-01 01:40;0;110
2020-07-01 01:50;0;110
2020-07-01 02:00;0;110
2020-07-01 02:10;0;110
2020-07-01 02:20;0;110
2020-07-01 02:30;0;110
2020-07-01 02:40;0;110
2020-07-01 02:50;0;110
2020-07-01 03:00;0;110
2020-07-01 03:10;0;110
2020-07-01 03:20;0;110
2020-07-01 03:30;0;110
2020-07-01 03:40;0;110
2020-07-01 03:50;0;110
2020-07-01 04:00;0;110
2020-07-01 04:10;0;110
2020-07-01 04:20;0;110
2020-07-01 04:30;0;110
2020-07-01 04:40;0;110
2020-07-01 04:50;0;110
2020-07-01 05:00;0;110
2020-07-01 05:10;0;110
2020-07-01 05:20;0;110
2020-07-01 05:30;0;110
2020-07-01 05:40;0;110
2020-07-01 05:50;0;110
2020-07-01 06:00;0;110
2020-07-01 06:10;0;110
2020-07-01 06:20;0;110
2020-07-01 06:30;0;110
2020-07-01 06:40;1;110
2020-07-01 06:50;2;110
2020-07-01 07:00;5;110
2020-07-01 07:10;20;110
2020-07-01 07:20;23;110
2020-07-01 07:30;24;110
2020-07-01 07:40;-16;110
2020-07-01 07:50;-14;110
2020-07-01 08:00;-16;110
2020-07-01 08:10;-15;110
2020-07-01 08:20;-15;110
2020-07-01 08:30;-15;110
2020-07-01 08:40;-19;110
2020-07-01 08:50;-13;110
2020-07-01 09:00;-8;110
2020-07-01 09:10;-4;110
2020-07-01 09:20;-4;110
2020-07-01 09:30;-5;110
2020-07-01 09:40;0;110
2020-07-01 09:50;0;110
2020-07-01 10:00;-1;110
2020-07-01 10:10;-6;110
2020-07-01 10:20;-7;110
2020-07-01 10:30;-6;110
2020-07-01 10:40;-4;110
2020-07-01 10:50;-5;110
2020-07-01 11:00;2;110
2020-07-01 11:10;6;110
2020-07-01 11:20;6;110
2020-07-01 11:30;5;110
2020-07-01 11:40;-2;110
2020-07-01 11:50;0;110
2020-07-01 12:00;2;110
2020-07-01 12:10;-3;110
2020-07-01 12:20;-2;110
2020-07-01 12:30;0;110
2020-07-01 12:40;2;110
2020-07-01 12:50;1;110
2020-07-01 13:00;-2;110
2020-07-01 13:10;-5;110
2020-07-01 13:20;-7;110
2020-07-01 13:30;-6;110
2020-07-01 13:40;-12;110
2020-07-01 13:50;-15;110
2020-07-01 14:00;-13;110
2020-07-01 14:10;-10;110
2020-07-01 14:20;-4;110
2020-07-01 14:30;-4;110
2020-07-01 14:40;-2;110
2020-07-01 14:50;-1;110
2020-07-01 15:00;1;110
2020-07-01 15:10;-1;110
2020-07-01 15:20;-5;110
2020-07-01 15:30;-8;110
2020-07-01 15:40;-2;110
2020-07-01 15:50;-1;110
2020-07-01 16:00;5;110
2020-07-01 16:10;9;110
2020-07-01 16:20;13;110
2020-07-01 16:30;17;110
2020-07-01 16:40;20;110
2020-07-01 16:50;23;110
2020-07-01 17:00;27;110
2020-07-01 17:10;35;110
2020-07-01 17:20;48;110
2020-07-01 17:30;52;110
2020-07-01 17:40;53;110
2020-07-01 17:50;65;110
2020-07-01 18:00;65;110
2020-07-01 18:10;66;110
2020-07-01 18:20;62;110
2020-07-01 18:30;62;110
2020-07-01 18:40;60;110
2020-07-01 18:50;60;110
2020-07-01 19:00;75;110
2020-07-01 19:10;62;110
2020-07-01 19:20;56;110
2020-07-01 19:30;53;110
2020-07-01 19:40;48;110
2020-07-01 19:50;42;110
2020-07-01 20:00;44;110
2020-07-01 20:10;32;110
2020-07-01 20:20;32;110
2020-07-01 20:30;31;110
2020-07-01 20:40;35;110
2020-07-01 20:50;45;110
2020-07-01 21:00;47;110
2020-07-01 21:10;38;110
2020-07-01 21:20;34;110
2020-07-01 21:30;31;110
2020-07-01 21:40;29;110
2020-07-01 21:50;8;110
2020-07-01 22:00;2;110
2020-07-01 22:10;-5;110
2020-07-01 22:20;-12;110
2020-07-01 22:30;-13;110
2020-07-01 22:40;-17;110
2020-07-01 22:50;-23;110
2020-07-01 23:00;-40;110
2020-07-01 23:10;-40;110
2020-07-01 23:20;-40;110
2020-07-01 23:30;-40;110
2020-07-01 23:40;-40;110
2020-07-01 23:50;-40;110
