2020-06-10 11:35 | 62;
2020-06-10 11:40 | 67;
2020-06-10 11:42 | 68;
2020-06-10 11:50 | 70;
2020-06-10 12:00 | 68;
2020-06-10 12:10 | 65;
2020-06-10 12:20 | 59;
2020-06-10 12:30 | 57;
2020-06-10 12:40 | 54;
2020-06-10 12:50 | 51;
2020-06-10 13:00 | 55;
2020-06-10 13:10 | 57;
2020-06-10 13:20 | 62;
2020-06-10 13:30 | 60;
2020-06-10 13:40 | 65;
2020-06-10 13:50 | 69;
2020-06-10 14:00 | 68;
2020-06-10 14:10 | 71;
2020-06-10 14:20 | 67;
2020-06-10 14:30 | 69;
2020-06-10 14:40 | 66;
2020-06-10 14:50 | 65;
2020-06-10 15:00 | 61;
2020-06-10 15:10 | 62;
2020-06-10 15:20 | 63;
2020-06-10 15:30 | 65;
2020-06-10 15:40 | 61;
2020-06-10 15:50 | 59;
2020-06-10 16:00 | 57;
2020-06-10 16:10 | 57;
2020-06-10 16:17 | 57;
2020-06-10 16:20 | 54;
2020-06-10 16:30 | 49;
2020-06-10 16:32 | 49;
2020-06-10 16:37 | 50;
2020-06-10 16:40 | 50;
2020-06-10 16:50 | 45;
2020-06-10 17:00 | 44;
2020-06-10 17:10 | 42;
2020-06-10 17:20 | 39;
2020-06-10 17:30 | 47;
2020-06-10 17:30 | 51;
2020-06-10 17:33 | 50;
2020-06-10 17:35 | 50;
2020-06-10 17:36 | 53;
2020-06-10 17:40 | 54;
2020-06-10 17:50 | 51;
2020-06-10 18:00 | 49;
2020-06-10 18:10 | 49;
2020-06-10 18:20 | 49;
2020-06-10 18:30 | 46;
2020-06-10 18:40 | 40;
2020-06-10 18:50 | 37;
2020-06-10 19:00 | 36;
2020-06-10 19:10 | 41;
2020-06-10 19:20 | 44;
2020-06-10 19:30 | 48;
2020-06-10 19:40 | 52;
2020-06-10 19:50 | 54;
2020-06-10 20:00 | 57;
2020-06-10 20:10 | 59;
2020-06-10 20:20 | 59;
2020-06-10 20:30 | 64;
2020-06-10 20:40 | 64;
2020-06-10 20:50 | 68;
2020-06-10 21:00 | 69;
2020-06-10 21:10 | 71;
2020-06-10 21:20 | 70;
2020-06-10 21:30 | 76;
2020-06-10 21:40 | 79;
2020-06-10 21:50 | 79;
2020-06-10 22:00 | 84;
2020-06-10 22:10 | 85;
2020-06-10 22:20 | 92;
2020-06-10 22:30 | 96;
2020-06-10 22:40 | 101;
2020-06-10 22:50 | 101;
2020-06-10 23:00 | 101;
2020-06-10 23:10 | 101;
2020-06-10 23:20 | 101;
2020-06-10 23:30 | 101;
2020-06-10 23:40 | 101;
2020-06-10 23:50 | 101;
2020-06-11 00:00 | 101;
2020-06-11 00:10 | 101;
2020-06-11 00:20 | 101;
2020-06-11 00:30 | 101;
2020-06-11 00:40 | 101;
2020-06-11 00:50 | 101;
2020-06-11 01:00 | 101;
2020-06-11 01:10 | 101;
2020-06-11 01:20 | 101;
2020-06-11 01:30 | 101;
2020-06-11 01:40 | 101;
2020-06-11 01:50 | 101;
2020-06-11 02:00 | 101;
2020-06-11 02:10 | 101;
2020-06-11 02:20 | 101;
2020-06-11 02:30 | 101;
2020-06-11 02:40 | 101;
2020-06-11 02:50 | 101;
2020-06-11 03:00 | 101;
2020-06-11 03:10 | 101;
2020-06-11 03:20 | 101;
2020-06-11 03:30 | 101;
2020-06-11 03:40 | 101;
2020-06-11 03:50 | 101;
2020-06-11 04:00 | 101;
2020-06-11 04:10 | 101;
2020-06-11 04:20 | 101;
2020-06-11 04:30 | 101;
2020-06-11 04:40 | 101;
2020-06-11 04:50 | 101;
2020-06-11 05:00 | 101;
2020-06-11 05:10 | 101;
2020-06-11 05:20 | 101;
2020-06-11 05:30 | 101;
2020-06-11 05:40 | 101;
2020-06-11 05:50 | 101;
2020-06-11 06:00 | 101;
2020-06-11 06:10 | 101;
2020-06-11 06:20 | 101;
2020-06-11 06:30 | 101;
2020-06-11 06:40 | 101;
2020-06-11 06:50 | 101;
2020-06-11 07:00 | 101;
2020-06-11 07:10 | 101;
2020-06-11 07:20 | 101;
2020-06-11 07:30 | 101;
2020-06-11 07:40 | 101;
2020-06-11 07:50 | 101;
2020-06-11 08:00 | 101;
2020-06-11 08:10 | 101;
2020-06-11 08:20 | 101;
2020-06-11 08:30 | 101;
2020-06-11 08:40 | 101;
2020-06-11 08:50 | 101;
2020-06-11 09:00 | 101;
2020-06-11 09:10 | 101;
2020-06-11 09:20 | 101;
2020-06-11 09:30 | 101;
2020-06-11 09:40 | 101;
2020-06-11 09:50 | 101;
2020-06-11 10:00 | 82;
2020-06-11 10:10 | 54;
2020-06-11 10:20 | 39;
2020-06-11 10:30 | 29;
2020-06-11 10:40 | 21;
2020-06-11 10:50 | 15;
2020-06-11 11:00 | 22;
2020-06-11 11:10 | 19;
2020-06-11 11:20 | 19;
2020-06-11 11:30 | 21;
2020-06-11 11:40 | 29;
2020-06-11 11:50 | 35;
2020-06-11 12:00 | 39;
2020-06-11 12:10 | 32;
2020-06-11 12:20 | 28;
2020-06-11 12:30 | 33;
2020-06-11 12:40 | 31;
2020-06-11 12:50 | 34;
2020-06-11 13:00 | 36;
2020-06-11 13:10 | 38;
2020-06-11 13:20 | 41;
2020-06-11 13:30 | 45;
2020-06-11 13:40 | 50;
2020-06-11 13:50 | 47;
2020-06-11 14:00 | 48;
2020-06-11 14:10 | 45;
2020-06-11 14:20 | 45;
2020-06-11 14:30 | 46;
2020-06-11 14:40 | 52;
2020-06-11 14:50 | 52;
2020-06-11 15:00 | 54;
2020-06-11 15:10 | 49;
2020-06-11 15:20 | 45;
2020-06-11 15:30 | 44;
2020-06-11 15:40 | 47;
2020-06-11 15:50 | 49;
2020-06-11 16:00 | 49;
2020-06-11 16:10 | 55;
2020-06-11 16:20 | 54;
2020-06-11 16:30 | 53;
2020-06-11 16:40 | 59;
2020-06-11 16:50 | 59;
2020-06-11 17:00 | 59;
2020-06-11 17:10 | 61;
2020-06-11 17:20 | 66;
2020-06-11 17:30 | 69;
2020-06-11 17:40 | 71;
2020-06-11 17:50 | 80;
2020-06-11 18:00 | 93;
2020-06-11 18:10 | 101;
2020-06-11 18:20 | 101;
2020-06-11 18:30 | 101;
2020-06-11 18:40 | 101;
2020-06-11 18:50 | 101;
2020-06-11 19:00 | 101;
2020-06-11 19:10 | 101;
2020-06-11 19:20 | 101;
2020-06-11 19:30 | 101;
2020-06-11 19:40 | 101;
2020-06-11 19:50 | 101;
2020-06-11 20:00 | 101;
2020-06-11 20:10 | 101;
2020-06-11 20:20 | 101;
2020-06-11 20:30 | 101;
2020-06-11 20:40 | 101;
2020-06-11 20:50 | 101;
2020-06-11 21:00 | 101;
