2020-06-10 11:40 | 65;
2020-06-10 11:42 | 66;
2020-06-10 11:50 | 70;
2020-06-10 12:00 | 72;
2020-06-10 12:10 | 72;
2020-06-10 12:20 | 73;
2020-06-10 12:30 | 67;
2020-06-10 12:40 | 69;
2020-06-10 12:50 | 70;
2020-06-10 13:00 | 69;
2020-06-10 13:10 | 64;
2020-06-10 13:20 | 64;
2020-06-10 13:30 | 68;
2020-06-10 13:40 | 73;
2020-06-10 13:50 | 76;
2020-06-10 14:00 | 74;
2020-06-10 14:10 | 74;
2020-06-10 14:20 | 76;
2020-06-10 14:30 | 71;
2020-06-10 14:40 | 72;
2020-06-10 14:50 | 69;
2020-06-10 15:00 | 66;
2020-06-10 15:10 | 65;
2020-06-10 15:20 | 69;
2020-06-10 15:30 | 62;
2020-06-10 15:40 | 61;
2020-06-10 15:50 | 60;
2020-06-10 16:00 | 59;
2020-06-10 16:10 | 64;
2020-06-10 16:17 | 61;
2020-06-10 16:20 | 64;
2020-06-10 16:30 | 64;
2020-06-10 16:32 | 61;
2020-06-10 16:37 | 58;
2020-06-10 16:40 | 59;
2020-06-10 16:50 | 57;
2020-06-10 17:00 | 48;
2020-06-10 17:10 | 48;
2020-06-10 17:20 | 47;
2020-06-10 17:30 | 44;
2020-06-10 17:30 | 44;
2020-06-10 17:33 | 44;
2020-06-10 17:34 | 45;
2020-06-10 17:36 | 45;
2020-06-10 17:40 | 43;
2020-06-10 17:50 | 36;
2020-06-10 18:00 | 27;
2020-06-10 18:10 | 31;
2020-06-10 18:20 | 25;
2020-06-10 18:30 | 25;
2020-06-10 18:40 | 23;
2020-06-10 18:50 | 23;
2020-06-10 19:00 | 27;
2020-06-10 19:10 | 27;
2020-06-10 19:20 | 23;
2020-06-10 19:30 | 24;
2020-06-10 19:40 | 31;
2020-06-10 19:50 | 33;
2020-06-10 20:00 | 31;
2020-06-10 20:10 | 43;
2020-06-10 20:20 | 47;
2020-06-10 20:30 | 55;
2020-06-10 20:40 | 69;
2020-06-10 20:50 | 69;
2020-06-10 21:00 | 72;
2020-06-10 21:10 | 75;
2020-06-10 21:20 | 75;
2020-06-10 21:30 | 76;
